   -4.9   1.000  -9.966 1.000000 0.000000
   -4.8   1.000  -9.966 1.000000 0.000000
   -4.7   1.000  -9.966 1.000000 0.000000
   -4.6   1.000  -9.966 1.000000 0.000000
   -4.5   1.000  -9.966 1.000000 0.000000
   -4.4   1.000  -9.966 1.000000 0.000000
   -4.3   1.000  -9.966 1.000000 0.000000
   -4.2   1.000  -9.966 1.000000 0.000000
   -4.1   1.000  -9.966 1.000000 0.000000
   -4.0   1.000  -9.966 1.000000 0.000000
   -3.9   1.000  -9.966 1.000000 0.000000
   -3.8   1.000  -9.966 1.000000 0.000000
   -3.7   1.000  -9.966 1.000000 0.000000
   -3.6   1.000  -9.966 1.000000 0.000000
   -3.5   1.000  -9.966 1.000000 0.000000
   -3.4   1.000  -9.966 1.000000 0.000000
   -3.3   1.000  -9.966 1.000000 0.000000
   -3.2   1.000  -9.966 1.000000 0.000000
   -3.1   1.000  -9.966 1.000000 0.000000
   -3.0   1.000  -9.966 1.000000 0.000000
   -2.9   1.000  -9.966 1.000000 0.000000
   -2.8   1.000  -9.966 0.999955 0.000045
   -2.7   1.000  -9.966 0.999968 0.000032
   -2.6   1.000  -9.966 0.999909 0.000091
   -2.5   1.000  -9.966 0.999983 0.000017
   -2.4   1.000  -9.966 0.999937 0.000063
   -2.3   1.000  -9.966 0.999914 0.000086
   -2.2   1.000  -9.966 0.999813 0.000187
   -2.1   1.000  -9.966 0.999775 0.000225
   -2.0   1.000  -9.966 0.999671 0.000329
   -1.9   0.999  -9.966 0.999531 0.000469
   -1.8   0.999  -9.308 0.999211 0.000789
   -1.7   0.998  -8.893 0.998948 0.001052
   -1.6   0.998  -8.191 0.998290 0.001710
   -1.5   0.996  -7.655 0.997519 0.002481
   -1.4   0.994  -7.037 0.996192 0.003808
   -1.3   0.992  -6.513 0.994525 0.005475
   -1.2   0.988  -5.931 0.991804 0.008196
   -1.1   0.982  -5.359 0.987816 0.012184
   -1.0   0.974  -4.789 0.981916 0.018084
   -0.9   0.961  -4.217 0.973110 0.026890
   -0.8   0.942  -3.672 0.960785 0.039215
   -0.7   0.915  -3.123 0.942613 0.057387
   -0.6   0.874  -2.582 0.916477 0.083523
   -0.5   0.816  -2.062 0.880296 0.119704
   -0.4   0.734  -1.573 0.831905 0.168095
   -0.3   0.619  -1.109 0.768168 0.231832
   -0.2   0.465  -0.690 0.690103 0.309897
   -0.1   0.260  -0.317 0.598759 0.401241
    0.0   0.000   0.000 0.500000 0.500000
    0.1  -0.317   0.260 0.401241 0.598759
    0.2  -0.690   0.465 0.309897 0.690103
    0.3  -1.109   0.619 0.231832 0.768168
    0.4  -1.573   0.734 0.168095 0.831905
    0.5  -2.062   0.816 0.119704 0.880296
    0.6  -2.582   0.874 0.083523 0.916477
    0.7  -3.123   0.915 0.057387 0.942613
    0.8  -3.672   0.942 0.039215 0.960785
    0.9  -4.217   0.961 0.026890 0.973110
    1.0  -4.789   0.974 0.018084 0.981916
    1.1  -5.359   0.982 0.012184 0.987816
    1.2  -5.931   0.988 0.008196 0.991804
    1.3  -6.513   0.992 0.005475 0.994525
    1.4  -7.037   0.994 0.003808 0.996192
    1.5  -7.655   0.996 0.002481 0.997519
    1.6  -8.191   0.998 0.001710 0.998290
    1.7  -8.893   0.998 0.001052 0.998948
    1.8  -9.308   0.999 0.000789 0.999211
    1.9  -9.966   0.999 0.000469 0.999531
    2.0  -9.966   1.000 0.000329 0.999671
    2.1  -9.966   1.000 0.000225 0.999775
    2.2  -9.966   1.000 0.000187 0.999813
    2.3  -9.966   1.000 0.000086 0.999914
    2.4  -9.966   1.000 0.000063 0.999937
    2.5  -9.966   1.000 0.000017 0.999983
    2.6  -9.966   1.000 0.000091 0.999909
    2.7  -9.966   1.000 0.000032 0.999968
    2.8  -9.966   1.000 0.000045 0.999955
    2.9  -9.966   1.000 0.000000 1.000000
    3.0  -9.966   1.000 0.000000 1.000000
    3.1  -9.966   1.000 0.000000 1.000000
    3.2  -9.966   1.000 0.000000 1.000000
    3.3  -9.966   1.000 0.000000 1.000000
    3.4  -9.966   1.000 0.000000 1.000000
    3.5  -9.966   1.000 0.000000 1.000000
    3.6  -9.966   1.000 0.000000 1.000000
    3.7  -9.966   1.000 0.000000 1.000000
    3.8  -9.966   1.000 0.000000 1.000000
    3.9  -9.966   1.000 0.000000 1.000000
    4.0  -9.966   1.000 0.000000 1.000000
    4.1  -9.966   1.000 0.000000 1.000000
    4.2  -9.966   1.000 0.000000 1.000000
    4.3  -9.966   1.000 0.000000 1.000000
    4.4  -9.966   1.000 0.000000 1.000000
    4.5  -9.966   1.000 0.000000 1.000000
    4.6  -9.966   1.000 0.000000 1.000000
    4.7  -9.966   1.000 0.000000 1.000000
    4.8  -9.966   1.000 0.000000 1.000000
    4.9  -9.966   1.000 0.000000 1.000000
    5.0  -9.966   1.000 0.000000 1.000000
    5.1  -9.966   1.000 0.000000 1.000000
    5.2  -9.966   1.000 0.000000 1.000000
    5.3  -9.966   1.000 0.000000 1.000000
    5.4  -9.966   1.000 0.000000 1.000000
    5.5  -9.966   1.000 0.000000 1.000000
    5.6  -9.966   1.000 0.000000 1.000000
    5.7  -9.966   1.000 0.000000 1.000000
    5.8  -9.966   1.000 0.000000 1.000000
    5.9  -9.966   1.000 0.000000 1.000000
    6.0  -9.966   1.000 0.000000 1.000000
    6.1  -9.966   1.000 0.000000 1.000000
    6.2  -9.966   1.000 0.000000 1.000000
    6.3  -9.966   1.000 0.000000 1.000000
    6.4  -9.966   1.000 0.000000 1.000000
    6.5  -9.966   1.000 0.000000 1.000000
    6.6  -9.966   1.000 0.000000 1.000000
    6.7  -9.966   1.000 0.000000 1.000000
    6.8  -9.966   1.000 0.000000 1.000000
    6.9  -9.966   1.000 0.000000 1.000000
    7.0  -9.966   1.000 0.000000 1.000000
    7.1  -9.966   1.000 0.000000 1.000000
    7.2  -9.966   1.000 0.000000 1.000000
    7.3  -9.966   1.000 0.000000 1.000000
    7.4  -9.966   1.000 0.000000 1.000000
    7.5  -9.966   1.000 0.000000 1.000000
    7.6  -9.966   1.000 0.000000 1.000000
    7.7  -9.966   1.000 0.000000 1.000000
    7.8  -9.966   1.000 0.000000 1.000000
    7.9  -9.966   1.000 0.000000 1.000000
    8.0  -9.966   1.000 0.000000 1.000000
    8.1  -9.966   1.000 0.000000 1.000000
    8.2  -9.966   1.000 0.000000 1.000000
    8.3  -9.966   1.000 0.000000 1.000000
    8.4  -9.966   1.000 0.000000 1.000000
    8.5  -9.966   1.000 0.000000 1.000000
    8.6  -9.966   1.000 0.000000 1.000000
    8.7  -9.966   1.000 0.000000 1.000000
    8.8  -9.966   1.000 0.000000 1.000000
    8.9  -9.966   1.000 0.000000 1.000000
    9.0  -9.966   1.000 0.000000 1.000000
    9.1  -9.966   1.000 0.000000 1.000000
    9.2  -9.966   1.000 0.000000 1.000000
    9.3  -9.966   1.000 0.000000 1.000000
    9.4  -9.966   1.000 0.000000 1.000000
    9.5  -9.966   1.000 0.000000 1.000000
    9.6  -9.966   1.000 0.000000 1.000000
    9.7  -9.966   1.000 0.000000 1.000000
    9.8  -9.966   1.000 0.000000 1.000000
    9.9  -9.966   1.000 0.000000 1.000000
   10.0  -9.966   1.000 0.000000 1.000000
   10.1  -9.966   1.000 0.000000 1.000000
   10.2  -9.966   1.000 0.000000 1.000000
   10.3  -9.966   1.000 0.000000 1.000000
   10.4  -9.966   1.000 0.000000 1.000000
   10.5  -9.966   1.000 0.000000 1.000000
   10.6  -9.966   1.000 0.000000 1.000000
   10.7  -9.966   1.000 0.000000 1.000000
   10.8  -9.966   1.000 0.000000 1.000000
   10.9  -9.966   1.000 0.000000 1.000000
   11.0  -9.966   1.000 0.000000 1.000000
   11.1  -9.966   1.000 0.000000 1.000000
   11.2  -9.966   1.000 0.000000 1.000000
   11.3  -9.966   1.000 0.000000 1.000000
   11.4  -9.966   1.000 0.000000 1.000000
   11.5  -9.966   1.000 0.000000 1.000000
   11.6  -9.966   1.000 0.000000 1.000000
   11.7  -9.966   1.000 0.000000 1.000000
   11.8  -9.966   1.000 0.000000 1.000000
   11.9  -9.966   1.000 0.000000 1.000000
   12.0  -9.966   1.000 0.000000 1.000000
   12.1  -9.966   1.000 0.000000 1.000000
   12.2  -9.966   1.000 0.000000 1.000000
   12.3  -9.966   1.000 0.000000 1.000000
   12.4  -9.966   1.000 0.000000 1.000000
   12.5  -9.966   1.000 0.000000 1.000000
   12.6  -9.966   1.000 0.000000 1.000000
   12.7  -9.966   1.000 0.000000 1.000000
